ID,Progress,Duration,Finished,grit_pass1,grit_pass2,grit_pass3,grit_pass4,grit_pers1,grit_pers2,grit_pers3,grit_pers4,selfcont1,selfcont2,selfcont3,selfcont4,curiosity1,curiosity2,curiosity3,curiosity4,mindset1,mindset2,mindset3,mindset4,Happy,Sad,Anxious,Joyful,Angry,Relaxed,LS,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,white,black,asian,hispanic,amindian,pacisl,multirace,female,grade,gpa_mp1,gpa_mp2,gpa_mp3
4766,5,14597,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,0,0,1,0,0,0,1,10,77.32,82.882,73.984
4767,100,1125,1,3,3,4,4,3,2,3,5,3,4,4,5,4,5,5,3,3,3,4,5,3,4,4,3,5,3,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,93.394,95.908,90.702
4768,100,938,1,3,4,5,4,3,3,4,5,2,2,2,4,1,4,2,4,2,5,6,5,4,3,4,4,1,5,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,10,79.904,81.024,78.884
4769,100,912,1,2,5,4,4,3,3,4,4,3,3,4,1,3,4,4,4,5,3,5,4,3,4,4,2,4,3,1,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,75.885,72.3925,87.98
4770,100,1072,1,1,5,4,4,2,4,5,3,1,4,3,5,1,3,5,2,1,2,6,6,5,2,3,3,3,3,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,9,94.874,93.706,91.61
4771,100,1307,1,1,2,4,4,3,2,3,3,5,4,4,4,1,4,3,3,1,2,6,5,3,3,4,3,2,3,3,Off,Off,On,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,1,9,87.506,87.348,89.38
4772,1,1087,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,0,0,1,0,0,0,1,11,62.7825,73.095,64.2725
4773,100,560,1,3,4,3,4,3,3,3,4,1,2,3,2,4,3,4,2,2,3,4,4,3,2,3,4,4,3,3,Off,Off,Off,Off,Off,Off,On,Off,1,0,0,0,0,0,0,1,10,86.23166667,90.88,93.05833333
4774,100,1123,1,4,4,3,3,4,3,4,4,3,3,4,3,3,4,3,2,3,3,NA,NA,3,3,3,3,3,3,NA,Off,Off,Off,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,0,9,92.755,94.3275,93.9925
4775,100,431,1,1,4,1,4,4,3,4,2,4,3,4,2,4,3,3,2,3,4,3,5,4,2,3,4,3,4,3,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,1,8,88.46142857,86.23714286,85.56
4776,100,1574,1,3,3,4,1,3,3,3,3,2,3,3,3,2,3,2,2,4,4,4,4,3,4,4,3,3,4,2,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,0,0,1,1,1,10,61.276,67.684,69.804
4777,100,836,1,3,4,3,5,2,5,3,4,1,2,3,2,1,3,3,3,5,6,3,2,4,4,4,3,3,4,3,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,0,9,82.13666667,80.69166667,80.88833333
4778,100,2002,1,3,4,5,5,4,3,3,4,2,3,3,4,4,5,4,4,2,2,5,5,4,3,4,4,2,4,4,On,Off,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,9,85.42166667,83.28333333,82.54666667
4779,100,865,1,2,5,3,3,3,3,4,5,4,2,3,4,3,4,2,2,5,5,5,4,4,3,4,3,2,3,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,12,95.06,94.43333333,95.18
4780,100,772,1,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,5,2,5,5,3,4,4,Off,Off,On,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,12,93.08,92.5,NA
4781,100,3197,1,1,4,2,1,3,3,3,3,2,3,3,4,1,4,1,3,2,3,5,5,4,1,2,4,1,5,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,90.46,87.77,88.788
4782,100,1172,1,1,4,2,5,2,1,2,1,1,2,1,2,1,2,2,4,3,1,6,6,3,5,3,3,4,5,3,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,80.954,69.772,68.824
4783,100,784,1,2,3,3,2,3,3,3,2,3,3,2,2,3,2,3,1,2,5,5,4,3,5,5,2,4,2,2,Off,Off,Off,Off,Off,On,Off,Off,1,0,0,0,0,0,0,1,10,89.27,87.188,89.674
4784,100,1181,1,5,4,2,4,3,5,4,4,4,3,3,1,1,3,1,5,1,6,6,6,5,1,3,5,1,4,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,8,88.434,85.9,80.16
4785,100,1048,1,4,3,4,4,2,NA,4,3,3,4,4,3,2,4,4,2,2,2,5,4,4,2,3,4,3,3,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,8,78.94166667,76.90666667,86.47166667
4786,100,732,1,3,3,4,5,4,4,4,5,4,4,4,5,4,5,5,5,1,3,5,4,5,2,1,4,2,5,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,12,90.576,81.132,85.418
4787,100,551,1,4,5,4,4,5,5,4,4,1,3,2,2,3,5,5,5,3,2,4,5,4,2,3,4,2,1,4,Off,Off,Off,Off,On,Off,Off,Off,1,0,0,0,0,0,0,0,11,88.46,78.94,76.106
4788,100,819,1,1,5,4,5,3,2,3,2,2,3,3,4,3,4,2,3,1,2,5,5,4,3,3,2,1,4,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,82.04142857,88.27714286,87.94857143
4789,100,868,1,3,4,3,1,4,4,5,4,1,2,3,3,4,3,5,3,1,1,4,6,3,2,5,3,1,2,4,Off,Off,Off,Off,On,Off,Off,Off,1,0,0,0,0,0,0,0,11,88.6425,94.3,91.51
4790,100,913,1,5,5,5,5,4,3,4,4,1,2,5,2,1,5,3,5,3,3,4,6,3,4,3,3,2,5,2,Off,Off,Off,Off,Off,On,Off,Off,0,0,0,1,0,0,0,0,10,82.094,78.498,85.468
4791,100,1165,1,3,5,2,5,3,2,4,4,1,1,2,1,1,2,5,2,5,2,4,5,2,5,5,3,1,1,1,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,88.34666667,86.16,75.49333333
4792,100,964,1,4,5,4,5,4,4,4,5,2,2,3,4,1,4,3,3,3,2,5,4,4,2,2,4,3,3,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,10,91.14833333,88.05666667,90.06833333
4793,100,628,1,3,5,5,5,5,5,4,5,2,4,4,5,3,5,3,5,1,6,6,6,5,2,2,5,2,4,4,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,93.385,92.2025,88.8775
4794,100,529,1,5,5,4,5,5,4,5,5,4,4,5,5,3,5,5,5,2,3,6,5,5,2,3,5,1,5,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,11,89.926,87.022,83.838
4795,100,548,1,3,5,4,5,4,4,4,4,3,4,4,4,2,3,3,4,2,3,5,6,4,3,3,3,3,4,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,11,95.30833333,93.58833333,89.525
4796,100,973,1,1,1,3,5,3,2,3,1,2,1,3,1,1,5,1,5,4,1,4,6,5,1,3,5,1,3,5,On,Off,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,8,95.83166667,94.42833333,92.17
4797,100,836,1,1,3,3,5,3,3,1,5,5,4,3,5,4,5,4,4,6,6,5,4,3,2,4,5,5,4,3,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,0,0,1,1,0,8,89.984,91.704,94.286
4798,100,1023,1,4,3,3,4,4,2,3,2,3,3,2,2,2,4,3,3,3,3,5,5,4,2,5,5,2,4,5,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,10,88.878,90.588,96.604
4799,100,711,1,5,5,3,5,3,4,4,5,2,3,4,2,2,5,3,5,1,1,6,5,4,3,3,5,2,5,4,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,1,10,73.48,80.004,82.342
4800,100,939,1,3,5,3,4,4,2,4,4,3,3,4,3,2,3,4,3,2,4,5,5,3,3,3,3,3,3,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,9,86.34333333,84.445,86.56166667
4801,100,864,1,3,2,2,4,2,2,2,1,2,4,3,4,2,3,2,5,3,3,3,1,1,3,3,3,3,3,1,Off,Off,Off,Off,Off,Off,Off,On,0,1,0,0,0,0,0,0,10,85.61,77.158,71.738
4802,99,47534,0,1,3,4,4,4,3,4,5,1,2,2,1,3,3,3,4,3,5,5,4,4,4,4,4,4,4,3,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,12,91.995,95.315,88.7675
4803,100,1999,1,1,5,4,5,5,3,4,5,4,4,5,2,5,4,4,4,6,6,5,5,5,3,4,4,2,4,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,11,77.95333333,80.47666667,84.22666667
4804,100,1952,1,5,5,4,4,5,3,4,5,4,3,5,2,4,5,3,3,4,3,5,4,3,3,4,2,4,3,1,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,0,8,88.6125,86.665,81.79
4805,100,1630,1,1,5,3,5,1,5,5,3,5,3,5,1,4,5,5,5,1,1,6,6,3,3,3,3,1,2,1,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,12,84.85666667,87.53,88.465
4806,100,1064,1,2,5,1,1,4,1,2,2,1,1,1,2,2,2,1,1,1,2,5,4,3,3,2,3,3,2,3,Off,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,70.41333333,61.96333333,61.965
4807,14,2557,0,NA,NA,4,4,5,5,5,NA,3,3,NA,4,NA,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,1,0,0,0,0,0,0,10,84.08,84.628,79.226
4808,100,841,1,5,5,5,5,4,4,5,4,3,3,4,3,3,5,4,4,2,1,5,4,4,4,3,3,4,3,4,Off,On,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,11,95.96,92.848,97.23
4809,100,802,1,5,4,4,5,3,3,3,3,1,1,3,1,1,3,2,3,4,3,5,6,4,4,3,5,3,4,2,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,1,9,82.01,86.152,84.126
4810,100,913,1,3,5,5,5,5,4,5,5,3,4,2,2,2,5,4,5,1,2,6,6,4,1,3,2,4,5,5,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,0,8,80.89166667,78.57666667,83.055
4811,100,1518,1,2,4,3,2,4,2,2,3,1,2,2,4,2,4,2,1,3,2,5,4,4,3,4,4,2,5,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,8,79.234,66.082,67.602
4812,100,706,1,4,1,1,4,4,4,1,1,4,1,2,2,2,2,5,2,5,3,4,2,5,2,5,5,5,3,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,94.692,93.434,90.516
4813,100,794,1,2,5,3,4,4,3,3,4,1,2,3,4,2,4,1,2,3,3,5,5,4,4,3,5,3,5,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,94.86333333,94.00833333,94.14666667
4814,100,485,1,1,5,1,5,4,5,5,5,5,5,5,5,3,3,3,5,6,6,6,6,3,2,3,4,2,5,3,On,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,8,82.282,78.51,76.032
4815,100,607,1,5,4,4,4,3,2,3,3,5,3,3,4,3,4,4,4,5,4,4,1,3,4,2,4,2,3,3,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,8,83.104,86.618,77.87
4816,100,637,1,5,5,5,3,2,5,4,3,5,5,5,4,5,4,5,5,6,6,6,6,3,4,5,4,4,2,2,On,Off,Off,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,1,8,65.154,67.406,70.732
4817,100,1402,1,4,5,2,3,3,2,1,3,1,2,1,1,1,4,5,1,3,2,5,5,2,4,5,3,5,4,3,Off,Off,Off,On,Off,Off,Off,Off,0,0,1,0,0,0,0,1,8,86.18333333,81.375,85.93666667
4818,18,1420,0,4,4,3,NA,2,2,1,2,3,3,2,NA,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,1,0,0,0,0,0,0,10,58.32,57.93,60.655
4819,100,820,1,4,5,5,5,5,5,5,4,1,1,5,5,5,5,4,3,1,1,5,6,5,2,5,5,2,4,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,11,91.15833333,91.03,91.08142857
4820,43,1571,0,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,4,NA,NA,NA,NA,2,5,3,1,4,5,1,,,,,,,,,0,0,0,1,0,0,0,0,8,61.3825,64.122,61.822
4821,100,781,1,5,4,4,5,1,2,5,2,1,3,2,3,5,4,4,3,5,4,3,3,2,3,4,2,2,4,1,Off,Off,On,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,0,11,78.45714286,74.00857143,73.15714286
4822,100,1051,1,1,5,1,5,3,4,2,3,2,3,4,4,5,3,3,2,1,2,2,4,4,3,4,3,2,3,5,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,1,9,90.452,84.736,72.492
4823,100,2712,1,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,2,6,4,5,2,3,2,2,4,2,2,NA,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,1,12,72.77666667,63.08333333,62.96333333
4824,100,287,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,2,2,4,2,5,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,12,86.625,82.775,77.68833333
4825,100,759,1,3,2,1,2,2,3,3,3,2,1,2,3,1,2,3,2,4,4,4,4,3,3,3,3,3,3,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,53.122,52,53.104
4826,100,831,1,2,4,3,3,2,4,3,3,3,4,4,3,3,4,3,3,4,4,4,4,4,2,4,4,3,4,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,76.775,69.575,71.43166667
4827,100,812,1,3,4,3,4,3,3,3,3,2,2,3,1,3,4,2,2,2,2,5,5,3,2,3,5,2,4,3,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,1,9,76.852,77.396,73.96
4828,100,906,1,1,4,2,1,3,5,3,3,4,2,4,1,1,2,4,1,3,3,5,4,5,2,3,4,2,4,5,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,76.512,81.534,82.98
4829,69,1730,0,1,3,3,3,3,3,3,5,2,3,4,1,3,3,3,2,NA,NA,NA,NA,2,3,3,3,4,4,3,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,11,84.36,85.37,86.532
4830,5,456,0,NA,4,3,NA,3,NA,NA,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,0,0,1,0,0,0,1,11,84.36,85.37,86.532
4831,100,821,1,3,4,3,5,4,3,4,4,4,3,4,3,3,5,4,3,4,3,5,6,5,3,2,4,1,4,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,89.664,91.642,95.162
4832,100,632,1,5,5,1,4,1,4,4,4,1,1,1,2,2,2,2,2,2,2,5,5,4,1,4,4,2,4,4,Off,On,Off,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,0,9,81.88,81.902,86.28
4833,100,695,1,5,5,2,4,3,2,3,4,3,5,3,3,2,5,2,4,4,6,5,2,3,3,4,2,3,3,3,Off,On,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,8,87.48,92.345,93.34333333
4834,100,1012,1,4,5,4,5,4,5,5,5,3,3,4,3,2,4,2,4,1,1,6,5,4,3,2,4,3,2,4,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,0,9,90.1575,90.5175,83.995
4835,100,948,1,1,4,4,5,5,5,5,2,2,1,1,5,2,5,5,4,4,4,4,4,5,3,4,5,3,1,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,9,85.435,86.77666667,92.29666667
4836,100,1072,1,3,5,2,2,5,3,3,2,1,2,2,4,1,1,1,1,5,5,5,5,5,2,3,4,2,5,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,83.14666667,75.8,80.785
4837,100,992,1,4,4,3,5,4,3,2,5,2,2,2,4,2,3,3,1,2,2,5,5,3,3,4,2,1,5,3,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,1,9,96.768,95.796,96.66
4838,100,1271,1,1,2,5,5,3,4,1,3,3,3,3,3,2,2,2,1,4,4,4,4,3,3,3,4,1,1,3,On,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,87.718,83.07,83.326
4839,100,950,1,3,5,4,5,3,4,3,4,5,4,5,1,2,4,3,4,4,5,5,4,4,3,1,1,2,5,3,Off,Off,Off,Off,On,Off,Off,Off,1,0,0,0,0,0,0,0,10,73.652,72.24,74.06
4840,100,733,1,2,4,3,4,3,4,4,4,3,2,3,4,3,4,3,4,3,3,4,4,3,3,4,4,2,3,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,9,92.348,94.446,92.026
4841,100,747,1,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,5,1,1,6,2,5,1,2,5,1,3,5,Off,Off,Off,Off,Off,On,Off,Off,0,0,0,1,0,0,0,0,10,94.84833333,96.29,95.48166667
4842,100,868,1,4,5,5,5,4,4,3,5,1,1,4,5,3,5,3,4,1,1,6,6,3,4,5,3,1,4,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,11,86.422,82.774,82.556
4843,100,977,1,4,4,3,4,5,4,3,4,1,4,4,3,3,5,4,3,2,2,6,5,4,3,3,4,2,3,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,9,77.052,76.894,73.482
4844,100,865,1,1,5,4,5,2,4,3,2,2,3,4,2,2,3,3,2,4,4,4,4,4,2,2,4,1,4,4,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,1,12,89.64666667,86.24666667,83.47333333
4845,100,631,1,3,3,NA,3,4,4,2,4,4,2,3,5,3,2,3,3,3,3,3,4,3,5,3,2,3,3,3,On,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,86.752,80.076,80.116
4846,100,1234,1,1,1,3,1,4,4,2,3,3,3,2,4,1,2,3,1,3,3,4,4,4,1,2,2,2,2,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,85.944,83.178,79.774
4847,100,7230,1,5,5,1,5,2,3,4,4,1,2,1,1,4,5,3,4,5,5,2,2,3,4,2,3,4,3,3,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,11,82.024,76.976,85.502
4848,100,970,1,3,4,3,5,2,4,4,3,2,2,5,2,3,4,3,4,3,3,4,5,1,5,4,2,4,3,1,Off,Off,Off,Off,Off,Off,On,Off,0,0,0,1,0,0,0,1,10,83.64,84.716,77.628
4849,100,615,1,4,5,4,4,3,2,4,5,3,4,5,1,3,5,5,5,1,1,5,5,3,3,4,2,4,4,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,1,0,0,0,0,1,9,93.08571429,93.93857143,95.72
4850,100,930,1,1,2,3,4,3,3,4,4,3,4,2,2,3,4,3,3,2,3,5,5,5,2,5,5,2,4,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,89.18,89.286,90.464
4851,100,674,1,1,5,3,4,4,4,4,4,2,2,4,3,2,3,2,1,2,4,4,3,5,1,2,5,2,4,5,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,0,12,85.38,78.658,78.712
4852,100,1726,1,1,3,2,1,4,1,4,3,3,1,1,4,2,3,2,1,4,4,4,4,2,2,1,2,2,2,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,10,77.4,79.908,78.108
4853,100,659,1,2,5,1,4,5,1,5,5,1,5,3,1,1,5,5,5,4,6,5,2,4,3,1,4,3,5,3,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,0,11,94.22142857,94.94857143,92.97142857
4854,100,1051,1,4,5,4,5,4,3,4,4,2,3,4,4,5,4,4,4,2,2,4,5,2,4,3,3,3,4,3,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,12,92.975,88.28,87.26833333
4855,100,693,1,4,4,4,2,4,4,4,4,1,2,3,3,2,2,2,1,2,4,5,5,4,1,3,4,2,3,5,Off,Off,Off,Off,Off,On,Off,Off,1,0,0,0,0,0,0,0,12,82.475,87.7925,82.1775
4856,100,1202,1,1,5,2,4,2,4,2,3,3,3,5,3,3,4,3,3,5,4,5,4,4,3,4,4,3,3,4,On,Off,Off,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,1,11,89.1125,84.0625,89.905
4857,100,1577,1,5,5,4,5,5,1,2,5,4,3,4,2,1,1,1,5,2,2,5,5,5,3,4,2,2,5,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,11,80.418,70.688,81.668
4858,100,1047,1,5,5,4,4,4,4,4,3,3,3,4,1,1,4,2,3,5,2,5,6,3,4,4,4,4,5,3,Off,Off,Off,On,Off,Off,Off,Off,0,0,1,0,0,0,0,0,8,93.736,93.61,90.438
4859,100,610,1,2,5,2,3,3,4,5,4,3,3,5,3,1,4,5,3,2,3,4,4,4,3,2,4,4,2,3,Off,On,Off,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,1,8,97.095,98.3775,97.1
4860,100,1066,1,5,5,1,5,2,2,3,3,1,1,2,2,1,4,1,2,2,2,5,5,4,3,3,3,2,4,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,9,80.624,70.516,66.004
4861,53,3455,0,1,5,3,3,2,3,5,5,4,4,4,2,2,4,2,4,NA,NA,NA,NA,4,2,2,4,2,5,3,Off,Off,On,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,9,64.6525,53.46,56.6675
4862,100,955,1,1,5,4,4,3,2,3,3,2,1,3,2,3,2,2,2,1,1,6,6,4,2,3,4,3,4,4,Off,On,Off,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,9,75.635,64.665,64.60666667
4863,100,1608,1,5,5,4,4,3,4,5,5,3,3,4,4,2,5,4,4,1,1,6,6,3,3,4,3,3,3,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,94.98,94.656,95.56
4864,100,533,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,NA,Off,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,73.046,61.22,55.57
4865,100,1047,1,5,5,4,4,4,1,5,4,1,1,4,4,1,3,3,3,5,5,5,6,4,2,1,4,3,4,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,54.62,52.27,59.485
4866,100,794,1,4,5,5,4,4,3,4,3,3,4,5,5,4,4,4,4,1,1,6,6,2,3,4,1,3,5,2,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,0,9,80.64166667,75.64333333,86.455
4867,100,1085,1,5,5,4,5,1,3,3,4,1,1,4,4,1,4,1,5,5,5,5,5,1,5,5,2,2,4,1,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,12,89.82,88.985,88.125
4868,100,1337,1,3,5,3,2,3,3,4,4,4,3,4,4,2,4,4,3,4,5,4,3,4,3,4,4,3,4,NA,Off,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,8,82.1825,81.9175,78.9325
4869,28,1307,0,1,5,5,5,1,3,5,5,1,3,4,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,1,0,0,0,0,0,0,8,79.036,78.808,83.122
4870,100,1100,1,5,5,5,5,4,5,5,5,2,4,5,5,3,5,4,5,6,6,6,6,5,3,1,5,2,5,5,Off,On,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,11,73.194,71.076,62.014
4871,100,799,1,2,3,3,4,4,5,4,4,3,2,1,3,3,4,4,3,2,2,5,5,4,2,1,4,3,3,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,12,97.69333333,97.92,96.38666667
4872,100,1094,1,3,2,4,3,3,4,3,4,2,2,1,5,1,2,1,4,5,5,5,5,4,3,4,2,4,1,2,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,78.73666667,71.52833333,67.13333333
4873,100,1687,1,2,3,1,5,5,2,3,4,1,2,1,3,1,4,3,1,3,1,5,5,4,3,4,4,4,4,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,0,0,0,1,1,12,84.61333333,82.43666667,80.23
4874,100,865,1,2,3,4,4,3,2,3,4,2,2,3,2,1,5,2,4,2,2,5,5,5,1,3,4,2,4,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,0,12,73.664,62.49,73.946
4875,100,1753,1,5,5,5,5,4,4,4,4,3,1,4,4,2,5,3,3,2,1,3,3,4,3,2,4,4,3,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,11,84.89333333,89.33,86.87666667
4876,100,786,1,1,3,2,1,2,4,4,5,2,2,3,1,2,2,2,1,4,2,3,3,4,2,3,5,1,4,4,Off,Off,Off,Off,On,Off,Off,Off,1,0,0,0,0,0,0,1,9,88.78166667,91.255,83.52333333
4877,100,562,1,3,4,4,5,4,4,4,4,4,3,4,2,2,4,3,5,2,2,5,5,3,3,3,3,3,3,2,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,12,65.295,81.835,70.695
4878,100,936,1,5,5,3,1,4,5,5,5,1,2,5,5,1,5,1,1,1,1,6,6,2,1,5,3,1,1,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,1,0,0,0,0,1,9,88.9025,92,96.1425
4879,100,852,1,1,4,3,5,4,2,4,2,4,3,3,4,3,3,3,4,1,2,5,4,4,2,2,3,2,4,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,1,0,0,0,0,0,9,92.25833333,95.48833333,97.18333333
4880,100,945,1,5,5,4,3,3,4,4,5,4,4,4,3,1,3,4,3,3,4,4,5,4,2,2,2,4,5,4,On,Off,Off,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,9,94.50666667,89.79,90.61833333
4881,100,581,1,4,3,2,4,2,3,2,3,1,2,3,3,2,3,4,3,2,2,5,5,3,4,4,2,3,4,2,Off,Off,Off,Off,On,Off,Off,Off,1,0,0,0,0,0,0,1,10,82.842,86.354,85.702
